start_time,end_time,text
1867.844,1869.976,"It was one of
Professor Oberon's skills."
1869.979,1871.178,Yes. That's right.
1871.181,1873.814,"Oh, so you can't see this,
but I can?"
1873.816,1876.384,"The characters we chose,
we all have certain skills."
1876.385,1878.385,"So there's gotta be
a way to access our..."
1879.922,1881.557,Oh!
1882.99,1884.191,Wow.
1884.192,1885.692,What'd you just do?
1885.692,1887.961,"""Strengths:
Fearless. Climbing."
1887.962,1889.829,Speed. Boomerang.
1889.832,1892.33,"Smoldering intensity."""
1895.703,1897.939,What the hell are you doing?
1897.941,1901.045,"- What just happened?
- Um, you just smoldered."
1902.311,1903.747,"""Weakness."
1905.079,1906.346,"None""?"
1906.346,1909.082,"How'd you do that?
That, uh, list?"
1909.085,1914.288,"Well, I just... I think I just
pressed my enormous left pec."
1914.288,1916.723,"It's like the boob area.
Let me show you."
1916.726,1917.923,Get away from me.
1917.925,1919.728,"At least press it
in front of us..."
1919.73,1921.863,...so we know exactly how...
1921.865,1926.767,"""Strengths: Karate. T'ai chi.
Aikido. Dance fighting""?"
1926.769,1929.135,"Dance fighting?
Is that even a thing?"
1929.138,1931.003,"""Weakness:"
1931.007,1932.271,"Venom."""
1934.979,1937.01,Seriously?
1937.012,1940.414,"""Paleontology.""
What does that even mean?"
1940.416,1943.148,"Study of fossils, I think."
1943.152,1946.119,"- That's kind of cool.
- Says the gorgeous karate badass"
1946.123,1949.022,"to the old fossil guy
who doesn't have any endurance."
1953.462,1955.128,I hate this game.
1955.132,1957.397,"""Weakness: Cake."""
1957.401,1960.433,"Yes, cake is my weakness."
1960.435,1963.136,Along with speed and strength.
1963.138,1964.172,Huh...
1964.173,1966.039,Strength is my weakness.
1966.041,1968.41,"Hey, can I...?
Quick question."
1968.412,1970.211,How is strength my weakness?
1970.212,1973.346,"Somebody explain that to me.
And why would I need speed?"
1973.347,1976.049,"Why would I need to be fast
when I'm being chased"
1976.051,1979.82,"by an enormous killer zebra or
some shit in this dumb-ass hat?"
1979.824,1982.191,"You're also
a good weapons valet."
1982.192,1985.359,"- What does that mean?
- Well, I think it means"
1985.363,1987.194,"you carry my weapons
in your backpack,"
1987.196,1990.934,"and you give them to me
when and if I need them?"
1992.103,1996.269,"You guys. The map,
it's changing."
1996.271,1997.471,What do you mean?
1997.473,1999.074,"- What's it say?
- Okay, well,"
1999.076,2000.509,"there's not
a lot of information."
2000.51,2003.478,"But a minute ago, it didn't
say this and now it does."
2003.48,2006.95,"It says,
""The Mighty Roar."""
2014.826,2016.324,I don't like that.
2016.326,2018.259,"- I'm done.
- What else?"
