start_time,end_time,text
2025.632,2028.972,"I'm telling you, six hours
a day at school is not enough."
2029.132,2030.552,I'll say.
2030.722,2034.262,"Hiyah. Whack to the belly! A smack to
the face. Another smack to the face!"
2034.432,2036.182,"Burns is hurt. He's on the
ropes, ladies and gentlemen."
2037.562,2039.522,Saved by the bell.
2039.892,2042.191,"- Packages at this hour?
- Come here."
2042.351,2044.901,"- What?
- Okay."
2048.441,2049.491,Hello.
2049.651,2053.571,"We don't give money. We don't like
charities. We don't buy raffle tickets."
2053.741,2055.661,Mr. Wormwood.
2055.831,2057.99,I'm Jennifer Honey. I'm Matilda's teacher.
2058.16,2059.79,What has she done now?
2059.96,2064.33,"You! Go to your room right now!
Right now. Beat it!"
2064.79,2068.09,"Look, whatever it is,
she's your problem now."
2068.26,2070.17,"No, there is no problem."
2070.51,2072.76,Then beat it. We're watching TV.
2074.35,2078.309,"Mr. Wormwood, if you think
watching some rotten TV show"
2078.469,2081.809,"is more important than your daughter,
then maybe you shouldn't be a parent."
2081.979,2085.399,"Now, why don't you turn that
darn thing off and listen to me?"
2089.569,2091.649,"All right, come in. Get this over with."
2091.819,2095.028,"Mrs. Wormwood's not gonna
like this. Come on, get in."
2097.988,2099.038,Close the door.
2099.198,2101.198,"- Who is it?
- Some teacher."
2101.368,2104.208,Says she's gotta talk to you about Matilda.
2105.378,2108.668,"What did you do that for?
He had Velasquez on the ropes."
2109.088,2110.127,What do you want?
2110.297,2113.757,"I'm sure you're aware by now
that Matilda has a brilliant mind."
2113.927,2115.797,"Yeah, right. Mikey, get me a beer."
2115.967,2118.597,Her math skills are simply extraordinary.
2118.757,2120.847,"- She's reading material that I...
- Want one?"
2121.017,2123.387,"Oh, no, thank you, dear."
2123.557,2127.856,"Material that I didn't see until
my second year of college."
2128.016,2130.066,"- Oh, college.
- Great, college."
2130.226,2132.436,"I really feel, with private instruction..."
2132.606,2135.406,"that she'd be ready for college
in just a few short years."
2135.566,2138.066,"Look, Miss Snit."
2138.236,2141.616,"A girl does not get anywhere
by acting intelligent."
2141.786,2143.745,"I mean, take a look at you and me."
2144.165,2147.285,You chose books. I chose looks.
2147.455,2151.085,"I have a nice house, a wonderful husband,"
2151.255,2156.125,"and you are slaving away teaching
snot-nosed children their ABC's."
2156.295,2160.005,You want Matilda to go to college? Ha-ha-ha.
2160.215,2164.424,"College! I didn't go to college.
I don't know anybody who did."
2164.594,2168.144,"Bunch of hippies and cesspool
salesmen. Ha-ha-ha."
2168.304,2171.474,"Don't sneer at educated
people, Mr. Wormwood."
2171.644,2174.024,"If you became ill, heaven forbid,"
2174.194,2177.354,your doctor would be a college graduate.
2177.564,2180.483,"Or say you were sued
for selling a faulty car."
2180.653,2182.943,"The lawyer who defended you
would've gone to college too."
2183.113,2186.453,What car? Sued by who?
2186.613,2189.743,"- Who you been talking to?
- Nobody."
2192.543,2198.252,"Oh, dear, I can see we're
not going to agree, are we?"
2198.832,2202.092,No. I'm sorry I burst in on you like this.
2202.252,2203.962,Sorry.
2205.382,2207.802,"We ought to sue her for
interrupting our show."
2208.392,2210.222,Tell me about it.
2210.642,2212.431,Why's he in the middle of the ring?
2212.601,2214.771,"He's standing in the middle
of the ring because it's over."
2214.931,2216.231,Thank you.
2216.391,2218.061,"- We missed it?
- Tomorrow."
2218.231,2221.901,"- Great, it's over.
- Who won?"
2222.071,2223.691,How do I know? You shut it off!
2223.861,2226.191,"Was it my fault that she
came in the middle of the fight?"
2226.361,2227.901,Hop to. Hippity-hop.
2228.071,2232.66,"The entire school will go to the
assembly room immediately."
2232.83,2234.45,Sit!
2235.5,2238.25,"- What's up?
- Beats me."
2241.54,2243.84,Bruce Bogtrotter.
